,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
157,Nintendo of America Inc.,CONTRACT - Data Scientist (NTD),"Redmond, WA",Not Easy Apply,4.1," Develop statistical algorithms for large data sets. Design A/B testing experiments, and do end-to-end data analysis. Experience with Python/R and SQL."
158,2rbConsulting,"Manager, Data Science","Seattle, WA",Not Easy Apply,," Advanced proficiency with Python, TensorFlow and other data science tools is a huge plus. This individual will lead a data science team to solve and contribute…"
159,"Discovery Communications, LLC",Data Engineer,"Bellevue, WA",Not Easy Apply,4.2," They will use big data platforms, data warehousing, and business intelligence technology to enable data science, machine learning, and self-service…"
160,"Amazon.com Services, Inc.","Data Scientist, Internal Benchmarking","Seattle, WA",Not Easy Apply,3.6," Bachelor Degree in Data Science, Analytics, Computer Science Engg., Systems Engg., Statistics. Amazon’s Internal Benchmarking team is looking for a Data…"
161,Frontend Arts,Data Engineer,"Seattle, WA",Not Easy Apply,," Good experience in data engineering skills – SQL, data warehousing, ETL and data modeling. Proficient over data structures and algorithms."
162,Allstate,Data Scientist: Deep Learning & NLP,"Bothell, WA",Not Easy Apply,3.8," Experience with general machine learning tools to build models and analyze data. A graduate degree in a field such as math, computer science, statistics,…"
163,"Amazon.com Services, Inc.","Data Scientist, Alexa Shopping","Seattle, WA",Not Easy Apply,3.6," The candidate needs experience with data science / business intelligence, analytics, and reporting systems while striving for simplicity, and demonstrating…"
164,HCL America Inc,Tableau Data Engineer,"Redmond, WA",Easy Apply,," A) Good experience in data engineering skills – SQL , data warehousing , ETL and data modelling. Data Modeling: 1 year (Preferred)."
165,HBO Max,"Staff Software Engineer II, Data Pipeline","Seattle, WA",Not Easy Apply,, You will work as part of a cross functional team of software developers and data engineers to produce high quality data that truthfully represents the online…
166,Tamazari,Director of Data Science and Analytics,"Seattle, WA",Easy Apply,," 5+ years experience with mixed data skills and methodologies (analytics and data science). Our client, Varsity Tutors is adding a Director to their Business…"
167,VRBO,Senior Data Scientist,"Seattle, WA",Not Easy Apply,3.9," Work Experience with real-world large data sets, from domain-specific problem understanding, data preparation, travel related data processing, data integration,…"
168,Fred Hutchinson Cancer Research Center,"Data Scientist I-III, Spatial Single-Cell RNA Sequencing","Seattle, WA",Not Easy Apply,4.2," Data Scientist I - Bachelor's degree in bioinformatics, computational biology, biostatistics, statistics, computer science, or a related field and a minimum of…"
169,Apple,Siri - Applied Machine Learning Researcher,"Seattle, WA",Not Easy Apply,4.2," Transferring machine learning solutions to data scientists and engineers on product teams. MS or Ph.D in Computer Science, Machine Learning or related field."
170,Outreach,Data Scientist,"Seattle, WA",Not Easy Apply,, 2+ years experience in Data Science. The mission of the Data Science team is to accelerate the success of our internal and external customers through…
171,"Amazon.com Services, Inc.","Data Scientist, Alexa Shopping ASR","Seattle, WA",Not Easy Apply,3.6," We are seeking a Data Scientist to be part of the ASR science team for Alexa Shopping. 5+ years of experience with machine learning, statistical modeling, data…"
172,Microsoft,Research Data Science Engineer,"Redmond, WA",Not Easy Apply,4.2," Microsoft Research seeks research-oriented candidates in the areas of data science, software engineering, compilers/runtime, high-performance computing, and…"
173,Logic20/20,CORE - Data Scientist,"Seattle, WA",Not Easy Apply,3.5," MS / PhD in Machine Learning, Statistics, Computer Science, Data Mining, Math or any quantitative discipline. Create frameworks to predict a variety of outcomes…"
174,Coding Dojo,Data Science Lead Instructor - Bellevue WA,"Bellevue, WA",Not Easy Apply,4.0," Deliver instruction on data science, data analytics, machine learning, Python, SQL, statistics, probability and data engineering. You are an education fanatic."
175,ProKarma,Data Analyst,"Seattle, WA",Not Easy Apply,3.6, Hands-on ability to manipulate data and build analytical data sets. Document the analysis workflows and data dictionary.
176,PACCAR,Data Engineer,"Kirkland, WA",Not Easy Apply,3.6," Build data pipelines (including data migration from legacy data sources, cleansing and transformation), data validation frameworks, job schedules with emphasis…"
177,Gee Whiz,Business Intelligence Analyst,"Orondo, WA",Easy Apply,," 2+ years of relevant experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
178,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
179,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
180,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
181,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
182,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
183,ConMet,Data Analyst (IoT Connected Products),"Vancouver, WA",Easy Apply,, Data Science work: 2 years (Required). BS or MS in Data Science or related field. Perform and interpret data studies and product experiments concerning new data…
184,Getty Images,"VP, AI and Machine Learning","Seattle, WA",Not Easy Apply,3.9, You have previously built and led data teams that brought algorithms and tooling to accelerate machine learning impact. Expertise in search is a plus.
185,Conversica,Data Engineer,"Seattle, WA",Easy Apply,3.5, Experience with machine learning or artificial intelligence or data sciences frameworks is a plus. Develop services and applications in various system areas…
186,Facebook,"Data Scientist, Analytics - Ads Infrastructure","Seattle, WA",Not Easy Apply,4.2," Experience with data modeling, machine learning algorithms, and data science techniques, including the following topics: neural networks, decision trees, cross…"
187,Visa,Chief Data Scientist,"Bellevue, WA",Not Easy Apply,3.9, Create tight workign relationships with other members of the Data Science community at Visa. Mentor and coach junior datas scientist.
188,Altimeter Solutions,Data Engineer,"Richland, WA",Not Easy Apply,," Computer Science or equivalent degree. Prefer data centric development and engineering. Cloud (AWS, Azure, GCS) and/or Big Data Platform experience (Hadoop,…"
189,University of Washington,DATA ENGINEER,"Seattle, WA",Not Easy Apply,4.1, ERA is currently seeking a Data Engineer in support of the implementation of advanced data analytics capabilities. Comfortable with rapidly changing priorities.
190,Washington State University,Data Analyst,"Spokane, WA",Not Easy Apply,4.3," A PhD in statistics, data science, epidemiology or a related field. An earned Master’s degree in statistics, data science, or any related quantitative field…"
191,"Discovery Communications, LLC",Data Engineer,"Bellevue, WA",Not Easy Apply,4.2," They will use big data platforms, data warehousing, and business intelligence technology to enable data science, machine learning, and self-service…"
192,Facebook,"Data Science Manager, Community Integrity - Objectionable Content","Seattle, WA",Not Easy Apply,4.2," Experience with large data sets and distributed computing (Hive/Hadoop). Bachelor Degree in Computer Science, Math, Physics, Engineering, or related…"
193,"Amazon.com Services, Inc.","Data Scientist, WW Operations Finance","Seattle, WA",Not Easy Apply,3.6," Degree in data science, mathematics, statistics, computer science, engineering, economics or related analytical field."
194,Nordstrom,Data Scientist - Corporate Analytics,"Seattle, WA",Not Easy Apply,3.9," 2+ years hands-on work experience in data science or analytics. Design optimization algorithms, working with colleagues to develop and deploy useful data…"
195,Pacific Northwest National Laboratory,Data Scientist,"Richland, WA",Not Easy Apply,4.1," The Scientist will define and carry out the application of existing methodologies and original research in data science and mathematical statistics, including…"
196,SAP,SAP Concur - Data Scientist,"Bellevue, WA",Not Easy Apply,4.3," Master’s Degree, or higher, in Data Science, Statistics, Computer Science, Math, or similar quantitative field. Employment Type: Regular Full Time."
197,"Amazon.com Services, Inc.","Data Scientist, Alexa AI","Seattle, WA",Not Easy Apply,3.6," Come join Alexa Data Services team as Data Scientist in forecasting and planning function. Experience with statistical analysis, data modeling, regression…"
